1,0.000061
2,0.000113
3,0.000181
4,0.000248
5,0.000333
6,0.000398
7,0.000466
8,0.000534
9,0.000593
10,0.000652
11,0.000705
12,0.000773
13,0.000826
14,0.000891
15,0.000943
16,0.001007
17,0.001068
18,0.001123
19,0.001169
20,0.001248
21,0.001301
22,0.001361
23,0.001404
24,0.001453
25,0.001541
26,0.001604
27,0.001656
28,0.001725
29,0.001781
30,0.001825
31,0.001903
32,0.001960
33,0.002015
34,0.002079
35,0.002138
36,0.002188
37,0.002257
38,0.002315
39,0.002376
40,0.002433
41,0.002497
42,0.002557
43,0.002614
44,0.002677
45,0.002736
46,0.002787
47,0.002854
48,0.002915
49,0.002945
50,0.003029
