1,0.000008
2,0.000015
3,0.000023
4,0.000031
5,0.000039
6,0.000046
7,0.000054
8,0.000062
9,0.000069
10,0.000077
11,0.000085
12,0.000092
13,0.000100
14,0.000108
15,0.000116
16,0.000123
17,0.000131
18,0.000139
19,0.000146
20,0.000154
21,0.000162
22,0.000169
23,0.000177
24,0.000185
25,0.000193
26,0.000200
27,0.000208
28,0.000216
29,0.000223
30,0.000231
31,0.000239
32,0.000247
33,0.000254
34,0.000262
35,0.000270
36,0.000277
37,0.000285
38,0.000293
39,0.000300
40,0.000308
41,0.000316
42,0.000323
43,0.000331
44,0.000339
45,0.000347
46,0.000354
47,0.000362
48,0.000370
49,0.000377
50,0.000385
